"region","name","alpha_admission","alpha_D","alpha_death_hosp","alpha_H","beta1","beta10","beta11","beta12","beta13","beta14","beta15","beta16","beta17","beta18","beta19","beta2","beta20","beta21","beta22","beta23","beta24","beta25","beta26","beta27","beta28","beta29","beta3","beta30","beta31","beta32","beta33","beta34","beta35","beta36","beta4","beta5","beta6","beta7","beta8","beta9","mu_D","mu_D_2","mu_D_3","mu_D_4","mu_D_5","mu_D_6","mu_gamma_H","mu_gamma_H_2","mu_gamma_H_3","mu_gamma_H_4","p_G_D","p_G_D_2","p_H","p_H_2","p_H_D","p_ICU","p_ICU_2","p_ICU_D","p_NC_15_24","p_NC_25_49","p_NC_50_64","p_NC_65_79","p_NC_80_plus","p_NC_weekend_15_24","p_NC_weekend_25_49","p_NC_weekend_50_64","p_NC_weekend_65_79","p_NC_weekend_80_plus","p_W_D","rel_p_D_alpha","rel_p_D_delta","rel_p_D_omicron","rel_p_H_alpha","rel_p_H_delta","rel_p_H_omicron","rel_p_ICU_alpha","rel_p_ICU_delta","rel_p_ICU_omicron","rho_pillar2_tests","seed_date_alpha","seed_date_delta","seed_date_omicron","start_date","ta_alpha","ta_delta","ta_omicron"
"east_of_england","alpha_admission",0.000158594809149511,2.38372582449332e-05,0.000121712685564215,-7.40937686999671e-06,1.28460390134036e-05,-9.69292638095061e-06,4.23944681826434e-06,7.06693403333939e-06,-9.25681772497142e-06,8.84875518004821e-06,-3.19189981688659e-06,-4.4722159927138e-07,1.89651596227457e-06,-3.00607664124729e-06,5.5670488350717e-06,-1.83726060640814e-05,-1.13177202193698e-05,3.34260559803617e-06,-2.08356342154308e-05,-1.18987941482251e-05,7.97476955077722e-07,-5.14654768802078e-06,1.15305906712798e-06,-1.39764476201296e-05,-1.39651117037101e-05,-7.4111833099608e-07,6.33547586860435e-06,1.66928681639912e-06,-2.29216973583111e-05,-1.36460473684945e-05,-3.67117678998964e-06,-3.28068751330782e-05,-7.73536585742178e-07,-2.66755343409506e-05,-3.87896407900738e-06,1.04868674461854e-05,-3.20053770151638e-05,2.59133431131977e-05,-1.06641139743452e-05,-7.66330914227139e-06,0.000243643878474394,-0.000527920895209861,-8.99452043212383e-05,7.81995205939389e-05,-0.000118789362503138,-4.63635716080306e-05,-0.000240529586658734,-0.000196097574075653,9.28724941273198e-05,-0.000100365218005963,-6.42469119312503e-05,-7.92264209436101e-06,0.000191010264414454,-9.86575282639463e-05,0.000120455912975226,7.97937487001267e-05,0.000101000707559023,0.000325917916584956,8.63599095763586e-08,8.15554487951674e-08,-1.39183576481621e-06,-6.01290136262884e-07,-1.06850319333766e-06,1.19075189853172e-07,-2.93836702538705e-08,-1.71884271325682e-07,2.68487877347487e-07,-3.10332729886148e-07,0.000548952218923748,0.000438517749194629,7.40082259433717e-05,-0.000504509636904564,-0.000404297420341636,0.000130423500990439,0.000497136417686598,-0.000946178328422263,0.000238044911734224,3.6722262737193e-05,-2.58633779685382e-07,-0.00888298636472564,-0.00470026136891744,0.000713833220560144,0.00716085824839335,-0.000137803487722807,0.000277485532543859,0.000348922160968991
"east_of_england","alpha_D",2.38372582449332e-05,0.0234102142726763,0.00119755122047483,-0.000100492634068539,5.7744538140862e-05,-0.000207994023731324,7.18695193878072e-05,7.66514549898566e-06,6.19083449416236e-07,-0.000172000804757792,0.00018793524321494,-8.43542500448719e-05,7.69892479783782e-05,-4.71992302567532e-06,-0.00014657061192934,-0.000252183911124807,0.000111256183194321,-0.000122418384000901,-0.000248606400453512,0.000290022382124773,-3.81322422510151e-05,-2.93453304160406e-05,-7.09552418849814e-05,3.42904363845313e-05,-0.000135237850919701,8.29151061069584e-06,6.28370614457229e-06,-8.34340751528358e-05,-7.72093796561335e-05,-0.000125047657374328,2.83274813460195e-06,-0.000157171453259119,-5.90707659166299e-05,7.69737419563546e-05,2.80337421117598e-05,-5.89479880079753e-05,-1.71060428740156e-05,7.13116582435292e-05,-0.000310056673798361,0.000482170865461202,-0.0126998464416535,-0.00628750682559893,0.00111392646408762,0.000565732827864833,-0.00415129598063738,-0.000436671269117174,-0.0189705024707255,-0.00287984782240139,-0.000761327301079026,-0.00153877583855722,-0.00117971204892901,0.000894169730893569,-0.000873629860620699,-0.00321668531094943,0.00222357372252793,0.00108551091945189,0.00056662028409041,0.0117867973367846,-5.21092893356273e-06,-8.8551706182411e-06,1.42824648415539e-05,-6.54356019155255e-06,6.55714220240775e-05,-1.11724914545036e-06,-1.60520308094842e-05,4.68858713460441e-06,1.04075476349465e-05,1.97437742669784e-05,0.00639839653822547,-0.0116066116463116,0.004680996854944,-0.00339504566094038,0.00986762129867846,-0.00404354719771977,0.00146620195071775,-0.00786733086120451,0.00929760599064743,-0.00470369875256429,2.70391974724571e-05,-0.0596574850149655,-0.0127297293618417,0.0127785028509683,0.0110456582907943,4.51650586592421e-05,0.00114480603598681,0.00168254595503499
"east_of_england","alpha_death_hosp",0.000121712685564215,0.00119755122047483,0.00034361750516856,-2.48471200561022e-05,-9.53262710123072e-06,1.09731246260077e-06,9.42578565058832e-06,-7.13893641966265e-06,-2.59766964828703e-06,-1.41381626095225e-05,1.51210535514791e-05,-8.54014142896268e-06,2.69271808759084e-06,7.05611742615964e-06,-2.73961014216005e-05,6.76387040361868e-05,5.87661640892387e-06,-2.28365185575147e-05,-5.05005879770913e-05,2.61011536952299e-05,-2.63299575368203e-05,1.09522682707993e-06,-1.34121512598773e-05,-2.83807657975704e-05,-3.29606206271467e-05,-1.98261616660651e-06,1.34885578421942e-05,-1.42652173977888e-05,-4.09440913979246e-05,-4.34131563744945e-05,6.33079601358765e-06,-7.70769153514017e-05,-8.04568861230547e-06,-3.77527595353388e-05,-8.50160367172109e-06,1.49350840859029e-05,-4.45206796121871e-05,2.56600725664695e-05,-2.71123044808968e-06,-5.7121255902221e-06,-0.000178046359082023,-0.00121330601070155,0.000387038079538912,0.000940848721254172,-0.000694675528008363,-0.000475003042098808,-0.00148881277882903,-0.000583852686771856,8.79997518184364e-05,2.45373730708301e-05,-0.000376860957278115,9.16100737479183e-05,0.000109940075542967,7.20305828030232e-05,0.000293268697161755,0.00016228753657219,2.42293067519614e-06,0.00144180290787452,5.72174396423753e-08,-1.66432821427841e-06,-2.10227633888227e-06,-1.16946688882224e-06,4.92644852313052e-06,-8.59526254436344e-07,-2.06971091567039e-06,1.12297948913934e-06,3.9513575885736e-07,4.52966000004886e-07,-0.00033406993384958,-0.00198681272400342,0.000294714466744258,0.000178330560971144,0.000785917574008243,-0.000829885122239828,0.000299553098046218,-0.000513711759507389,0.0011017280878398,-0.000411114321864603,-4.99437092676943e-08,-0.00268902236370567,-0.00402907997207554,0.00385462469065934,0.006191900426436,6.30288729191415e-05,0.000573633032280798,0.000559695154025003
"east_of_england","alpha_H",-7.40937686999671e-06,-0.000100492634068539,-2.48471200561022e-05,4.58679266429238e-06,2.55591789382217e-06,-6.04452638251636e-07,-1.55879418515901e-06,1.78178520416815e-06,-7.47319037274449e-07,2.64758608961239e-06,-2.13486202913658e-06,7.23332426822697e-07,7.23861991715666e-08,-1.69208680901744e-06,3.69385498170221e-06,-1.41425090006928e-05,-1.55843531145841e-06,2.1161674614135e-06,5.14998153071643e-06,-4.59844409762985e-06,2.82398503764523e-06,-7.48737811702908e-07,1.65106761695575e-06,1.53021823601172e-06,2.47495921391056e-06,-5.8417613925207e-07,-9.28691087111708e-07,1.86259393998025e-06,2.33400471883023e-06,2.57124273718865e-06,-1.07801206033573e-06,4.54802498547133e-06,1.47227507907915e-06,-1.11578020902744e-06,7.29910210052275e-07,-9.74059239245428e-07,2.42508578535593e-06,-3.22666668002324e-07,-7.26414257562078e-07,-2.87515780830104e-07,6.62307272024308e-06,0.000105473041551197,-1.37977036336991e-05,-5.73252133442437e-05,9.23475284560938e-05,7.51881969998379e-05,9.03083675960962e-05,3.07821263453608e-05,-4.71497096304794e-06,-1.96419177609705e-05,4.41492058641573e-05,2.981188728034e-08,-2.89236533831197e-07,-6.76988979196953e-05,-1.4759249370523e-05,-1.349972187502e-05,6.40339029224303e-06,-0.000109694935806346,3.47738031333635e-08,1.60729279246053e-07,1.3813465044236e-07,5.58738998341642e-08,-4.49803167186478e-07,1.20906895773101e-07,1.80515479584203e-07,-1.43104815744903e-07,-7.12190465364364e-09,-4.1454500143672e-08,3.30021105505699e-05,5.27702742876283e-05,-2.00052983915822e-05,-3.52121506774043e-05,-9.80444153034139e-05,0.000111078473384728,3.98763079751601e-05,-8.98187418154948e-06,-9.47241481448903e-05,4.18099422970971e-05,-6.00338474886683e-08,-0.00038062928525286,0.000270418765739484,-0.000272580016328747,-0.000293762002508749,-1.32151430469347e-05,-3.8734613077657e-05,-2.2939747683872e-05
"east_of_england","beta1",1.28460390134036e-05,5.7744538140862e-05,-9.53262710123072e-06,2.55591789382217e-06,1.17001971480808e-05,-5.84158668649192e-06,-4.32234887558877e-06,7.9926893051003e-06,-4.82228682373201e-06,5.50903880162469e-06,-3.18622835568439e-06,3.14368421006367e-07,1.42899500014862e-06,-3.93859281819313e-06,6.91584856779806e-06,-3.35758846402514e-05,-3.8407762788036e-06,4.37433661326169e-06,2.06991089642138e-06,-6.91951608058231e-06,5.52544855784999e-06,-1.49229948126277e-06,1.82470634213087e-06,2.88053664356674e-06,3.69905981686339e-07,1.67027695072287e-07,-9.31416032576888e-07,2.66033115239287e-06,1.00532856221365e-06,2.17315012028725e-06,-1.89272896640405e-06,1.48544610441163e-06,2.85687640316067e-06,-5.28640814269953e-06,1.4990661420475e-06,-8.33535090513838e-07,-2.3608824589426e-06,5.8081330596289e-06,-8.38696674014489e-06,5.23856404196803e-06,-0.000162897272969878,-1.90233113582966e-05,-9.02582378085104e-05,-0.000193607195722283,9.88920923674395e-05,7.87458378861533e-05,-3.28921936600334e-05,-2.41305769575846e-05,-2.88178812570998e-05,-8.38283090264309e-05,7.73169146169023e-05,-3.98336373798752e-06,2.28905826592686e-05,-0.000193414086589778,3.54970707586265e-05,7.52443461006208e-06,4.92749830106875e-05,4.76645305931777e-05,4.88924428931611e-08,2.52681953082008e-07,1.64397995564982e-07,-7.10582192892267e-08,-4.05061097988541e-07,2.57409628712424e-07,2.41084142050569e-07,-3.44982470510691e-07,1.7340209999195e-07,-1.97795654768973e-08,0.000280795572379747,0.000366461921087791,2.52284078722152e-05,-0.00022407662936088,-8.56108826420044e-05,0.000191066751445291,0.000189941762008052,-0.000396313082255519,-2.28806104966699e-06,4.34096675993879e-05,2.0938089343276e-07,-0.00385557784558319,-0.00187713730560825,-0.000133029100428862,0.00221475616313875,-5.61064175377989e-05,-3.81300022761191e-05,3.17423014796477e-05
"east_of_england","beta10",-9.69292638095061e-06,-0.000207994023731324,1.09731246260077e-06,-6.04452638251636e-07,-5.84158668649192e-06,6.89366355418235e-06,-1.40516961729984e-06,-3.00952573686423e-06,2.00340998525011e-06,-8.64500391639244e-07,3.22170764181268e-07,4.70540612134726e-07,-1.36314407139465e-06,2.76414113211842e-06,-2.64533359196173e-06,1.89815191258305e-05,1.55547677007873e-06,-2.02786765233838e-06,1.18525256055284e-06,1.46249694571575e-06,-3.41615365684848e-06,1.81730124448047e-06,-1.14096187578406e-06,-1.99878831152346e-06,6.41069206314761e-07,-1.87155167031414e-07,6.70177280034195e-07,-1.22599733818135e-06,2.78640854190576e-07,-1.56635714865066e-06,1.62040344166886e-06,-1.98692939156319e-06,3.16917966132548e-07,-1.30643469010311e-06,-9.23587033563597e-07,7.11519082842069e-07,1.34736992123216e-06,-3.43399467530088e-06,7.18892482298141e-06,-8.04283262533879e-06,0.000175627366659705,4.3357283527012e-05,3.82835160682721e-05,0.000110197654356263,-1.69700441934708e-05,-5.59792429698646e-05,0.000173089299128279,5.79850034823916e-06,-8.27225157707818e-06,5.13820897085985e-05,-2.61547006522179e-05,-2.76427172431356e-06,-1.35585693203749e-05,9.2689223975012e-05,-2.32224947775308e-05,-1.61569923737373e-05,-3.06652739678007e-05,-8.68905506555064e-05,5.05631458367983e-08,-1.28199852464122e-07,-2.93430710067576e-07,7.12076424103342e-08,-1.71153210459244e-07,-1.37872101465772e-07,-1.68256061764678e-08,1.51506396825458e-07,-1.82926488205191e-07,-2.63853614328203e-07,-0.000275767337724673,-0.000117487953729497,-6.16907532101597e-05,0.000184470209489308,5.66023080100894e-05,-8.90317110693592e-05,-0.000103034252750093,0.000265462051180812,-5.69270499654768e-05,1.20358843064681e-05,-3.59014641126414e-07,0.00228615138455944,0.0015567607068502,0.000329969582266025,-0.0010125548636993,2.8507150926168e-05,1.93036121065612e-05,-1.83229844132898e-05
"east_of_england","beta11",4.23944681826434e-06,7.18695193878072e-05,9.42578565058832e-06,-1.55879418515901e-06,-4.32234887558877e-06,-1.40516961729984e-06,6.79220406366271e-06,-4.96034056696183e-06,2.31792811771722e-06,-3.77169645486624e-06,2.2164452874706e-06,-5.58575796301559e-07,-1.17635376627623e-07,6.5861592097398e-07,-3.09870471091665e-06,1.29838408269893e-05,1.05080121352863e-06,-1.73306949222728e-06,-3.4313710782854e-06,3.21905250780943e-06,-1.76053597114648e-06,-1.08079438936031e-06,-1.00021144961802e-07,-1.84106191667303e-06,-1.58125961996132e-06,-4.83157677210796e-07,4.9936570763368e-07,-9.22243711054433e-07,-2.70484716479909e-06,-1.19705532851282e-06,-3.75052985282451e-07,-5.68557646856933e-07,-3.41667284585572e-06,4.71655557558879e-06,-8.87467801905346e-07,1.02499181578156e-06,-7.99657769582471e-07,-6.58265359126412e-07,8.31096703454793e-07,1.34239688931551e-06,3.17533140691467e-05,-3.12045528342512e-05,3.58561231665571e-05,7.55569185679184e-05,-7.39112329119845e-05,-1.82204460959588e-05,-7.92396686518154e-05,1.287905063718e-05,5.54014585911931e-05,2.57649542319179e-05,-4.99207487072207e-05,1.71242953593568e-06,-3.75023771383952e-07,8.49155469836886e-05,-1.75535087757161e-05,1.12502667689918e-05,-1.529995720705e-05,2.32505567142514e-05,-1.01035944370964e-07,-8.88797649722488e-08,5.57707437272828e-08,-8.01808563492967e-09,4.0024067771079e-07,-1.16036585720143e-07,-1.73323799606404e-07,1.66197557336107e-07,3.96233369610714e-09,2.33660855671849e-07,2.70475998488587e-05,-0.00014929928925689,2.33441873282856e-05,2.43491702473319e-05,-1.12754486016524e-05,-7.55919205171028e-05,-5.43909320785713e-05,0.000114244680482628,3.29366637385254e-05,-4.18119074253066e-05,3.59480536238174e-08,0.00123257011918496,0.000610230561650206,-0.00018403786136125,-0.000687203427885807,1.98800561072818e-05,3.64187962271952e-05,6.36348695149981e-06
"east_of_england","beta12",7.06693403333939e-06,7.66514549898566e-06,-7.13893641966265e-06,1.78178520416815e-06,7.9926893051003e-06,-3.00952573686423e-06,-4.96034056696183e-06,6.92248760099591e-06,-4.05904315308034e-06,4.88352615908854e-06,-3.25558235391212e-06,4.0092177513864e-07,7.60276906085813e-07,-2.5181143531493e-06,4.61445987762703e-06,-2.43364454659213e-05,-2.62696922569044e-06,2.9829530553468e-06,2.12864465918727e-06,-5.25307574422941e-06,3.85276072727427e-06,-6.8155294727178e-07,1.08721304320745e-06,1.95477079739624e-06,6.59312572344447e-07,2.84164277159735e-07,-6.38359823594131e-07,1.66980286569196e-06,1.28444280552776e-06,1.67714030986938e-06,-1.04017385535937e-06,7.30168540831194e-07,2.92391653554639e-06,-5.33677057485779e-06,1.11059311554908e-06,-5.91104464376099e-07,-1.6258588145982e-06,3.67177089790968e-06,-4.75487945650769e-06,2.01030007438197e-06,-0.000100748242205365,2.66118491755823e-06,-5.9255111467275e-05,-0.000140007503547397,7.94534370497635e-05,5.53477686429128e-05,-9.46517224572199e-07,-1.81591229623582e-05,-3.09788066303722e-05,-5.75785655825585e-05,6.02536038179679e-05,-2.43238236203932e-06,1.94602004040952e-05,-0.000129584336227842,2.83920246827382e-05,1.727037743986e-06,3.49872474920734e-05,2.29115268262514e-05,6.23059466142321e-08,1.96433052407182e-07,6.02592671638458e-08,-5.99604013984653e-08,-4.11774713282188e-07,2.13265326230388e-07,2.02372397448649e-07,-2.53705950752369e-07,9.33618340197328e-08,-9.9412126251204e-08,0.000137537059497741,0.000235839777653591,1.59752447622711e-05,-0.000146792235407867,-7.17258251264356e-05,0.000143413324436697,0.000125828186199393,-0.000283577547194941,-6.83885132659028e-06,4.71007559616858e-05,1.48470016437816e-07,-0.00247508406074081,-0.00184208738888693,-1.9840775147251e-05,0.00151513978340275,-3.74969024871158e-05,-3.38930331547195e-05,1.77906075705488e-05
"east_of_england","beta13",-9.25681772497142e-06,6.19083449416236e-07,-2.59766964828703e-06,-7.47319037274449e-07,-4.82228682373201e-06,2.00340998525011e-06,2.31792811771722e-06,-4.05904315308034e-06,2.88375628584902e-06,-3.29674948229439e-06,2.09093860827256e-06,-1.87623218655486e-07,-4.80527032448432e-07,1.67889137427724e-06,-2.72883370783608e-06,1.35091647004557e-05,1.92943329543835e-06,-1.67487937272975e-06,-1.70598618028559e-07,3.24556980125554e-06,-1.93524339986956e-06,6.49937156553053e-07,-7.44601749036345e-07,-1.69798394875332e-07,3.66515807382606e-07,-5.27165041141045e-08,-2.63601483992155e-08,-9.68449452121655e-07,5.65773465923259e-07,-3.43679464124192e-08,8.01593507161042e-07,1.44768034048967e-06,-1.48230903578663e-06,4.52962900842152e-06,-3.03740098927489e-07,-4.31395385068315e-07,2.73921258336068e-06,-3.36524453101758e-06,2.90399371945183e-06,-4.91593406920466e-07,4.18677576638875e-05,2.45933886412386e-05,2.95150760911719e-05,6.17363747729393e-05,-3.3400408820354e-05,-2.37113966406224e-05,1.60283557402987e-05,2.09138755140043e-05,8.06155555502785e-06,3.55497622070321e-05,-2.71041519188791e-05,1.80268807770385e-06,-1.86443740450724e-05,7.35325537079724e-05,-1.84078958852477e-05,-5.59726363418819e-06,-2.15350768292162e-05,-3.25260372254811e-05,-2.96677759564948e-08,-8.60114319865746e-08,4.20192930921942e-08,7.53298095644318e-08,2.22831998503225e-07,-1.05208157991694e-07,-9.17193894266158e-08,1.38316334613175e-07,-4.68351523283914e-08,4.50711927769595e-08,-8.96539054522077e-05,-0.000129151665656955,-1.31384580393013e-05,8.37121121241352e-05,4.16589870720338e-05,-7.74103067371176e-05,-8.73648728619881e-05,0.000180313309772732,-4.69739389282084e-06,-2.53470266870173e-05,-3.24601866138724e-08,0.00175401605925515,0.00114487320967181,-7.75576668982362e-05,-0.00114570672303189,2.5332011339191e-05,4.807273628629e-06,-3.09192802034899e-05
"east_of_england","beta14",8.84875518004821e-06,-0.000172000804757792,-1.41381626095225e-05,2.64758608961239e-06,5.50903880162469e-06,-8.64500391639244e-07,-3.77169645486624e-06,4.88352615908854e-06,-3.29674948229439e-06,6.85293991966311e-06,-4.1997039224342e-06,1.34299217070049e-06,2.60995501760323e-07,-2.2739165812741e-06,6.2500726948616e-06,-1.94271535839778e-05,-3.37974956675957e-06,4.18207021554584e-06,5.08681215900322e-06,-7.35825836977069e-06,3.92565860014004e-06,-3.81544896699738e-07,2.6534337443618e-06,5.31920699678423e-07,3.27666417983156e-06,-9.80543977889633e-08,-2.59826933621669e-07,2.98678777669309e-06,1.94207208769448e-06,2.3204474912202e-06,-1.57970059033921e-06,2.06642911126183e-06,3.26513417460024e-06,-5.85703579417601e-06,4.02340913596728e-07,3.20829789345065e-07,-1.29838944912856e-06,2.82440724665331e-06,-2.11539278315247e-06,-2.34780586725097e-06,7.31465113193747e-05,6.64645235139429e-05,-6.22490598199021e-05,-0.000101396765084515,8.79672627470757e-05,6.16896591340015e-05,0.000140795926007931,2.20049722451906e-05,-1.70463940075368e-05,-3.88092662085068e-05,5.71506933197492e-05,-1.13320916154981e-05,2.58791736442323e-05,-7.16385827197217e-05,-2.33403309115773e-05,-9.42970775290846e-06,2.20274568293617e-05,-0.000110994304593956,3.70981788615768e-08,2.18140598927338e-07,-4.7670104211953e-08,-1.9140542595882e-08,-8.87432445069852e-07,1.68593705542727e-07,3.05414078766638e-07,-2.22581903454812e-07,-3.31014491435997e-08,-1.83572105645187e-07,0.000107347887729422,0.000343546113720343,-1.8886709669823e-05,-9.37016034320167e-05,-0.000137356435670316,0.000152505872281618,8.20682437287241e-05,-0.000137304012799793,-0.000116805342188997,7.93739264815505e-05,-1.00639968807182e-07,-0.0022872339092102,-0.000792349900869349,6.25017080637007e-05,0.000907969811695759,-5.09868633154952e-05,-3.42657050195522e-05,1.74147665588013e-05
